Vendor Location,Participant Category,Year Month,Number of Participants Redeemed,Number Vouchers Redeemed,Total Cost Vouchers,Average Cost,Statewide Infant Formula Rebate,Total Cost Vouchers Adjusted,Average Cost Adjusted,State Average Cost Adjusted
YUBA,Non-Breastfeeding Mother,2016-04,151,379,"$5,298.16",$35.09,,,,
YUBA,Non-Breastfeeding Mother,2016-05,175,442,"$6,135.54",$35.06,,,,
YUBA,Non-Breastfeeding Mother,2016-06,178,445,"$6,101.60",$34.28,,,,
YUBA,Non-Breastfeeding Mother,2016-07,178,453,"$6,221.07",$34.95,,,,
YUBA,Non-Breastfeeding Mother,2016-08,179,467,"$6,448.57",$36.03,,,,
YUBA,Non-Breastfeeding Mother,2016-09,189,489,"$6,772.08",$35.83,,,,
YUBA,Non-Breastfeeding Mother,2016-10,188,473,"$6,667.68",$35.47,,,,
YUBA,Non-Breastfeeding Mother,2016-11,178,458,"$6,193.92",$34.80,,,,
YUBA,Non-Breastfeeding Mother,2016-12,192,476,"$6,680.63",$34.79,,,,
YUBA,Prenatal,2010-01,412,"1,388","$17,949.33",$43.57,,,,
YUBA,Prenatal,2010-02,404,"1,363","$17,751.56",$43.94,,,,
YUBA,Prenatal,2010-03,429,"1,408","$17,446.33",$40.67,,,,
YUBA,Prenatal,2010-04,432,"1,450","$17,803.78",$41.21,,,,
YUBA,Prenatal,2010-05,459,"1,532","$18,931.16",$41.24,,,,
YUBA,Prenatal,2010-06,483,"1,651","$20,987.92",$43.45,,,,
YUBA,Prenatal,2010-07,478,"1,621","$20,823.72",$43.56,,,,
YUBA,Prenatal,2010-08,481,"1,625","$20,689.51",$43.01,,,,
YUBA,Prenatal,2010-09,483,"1,646","$20,738.27",$42.94,,,,
YUBA,Prenatal,2010-10,467,"1,619","$20,834.88",$44.61,,,,
YUBA,Prenatal,2010-11,436,"1,491","$19,117.93",$43.85,,,,
YUBA,Prenatal,2010-12,436,"1,469","$19,018.86",$43.62,,,,
YUBA,Prenatal,2011-01,427,"1,429","$18,174.89",$42.56,,,,
YUBA,Prenatal,2011-02,424,"1,422","$18,158.83",$42.83,,,,
YUBA,Prenatal,2011-03,427,"1,431","$18,544.34",$43.43,,,,
YUBA,Prenatal,2011-04,426,"1,458","$19,324.69",$45.36,,,,
YUBA,Prenatal,2011-05,418,"1,442","$19,149.59",$45.81,,,,
YUBA,Prenatal,2011-06,397,"1,341","$18,108.07",$45.61,,,,
YUBA,Prenatal,2011-07,408,"1,411","$19,261.77",$47.21,,,,
YUBA,Prenatal,2011-08,420,"1,404","$19,712.76",$46.94,,,,
YUBA,Prenatal,2011-09,415,"1,428","$20,114.96",$48.47,,,,
YUBA,Prenatal,2011-10,394,"1,324","$18,770.13",$47.64,,,,
YUBA,Prenatal,2011-11,386,"1,269","$17,974.94",$46.57,,,,
YUBA,Prenatal,2011-12,369,"1,230","$17,370.35",$47.07,,,,
YUBA,Prenatal,2012-01,403,"1,352","$18,728.21",$46.47,,,,
YUBA,Prenatal,2012-02,392,"1,343","$18,310.81",$46.71,,,,
YUBA,Prenatal,2012-03,400,"1,359","$18,420.33",$46.05,,,,
YUBA,Prenatal,2012-04,409,"1,365","$18,730.69",$45.80,,,,
YUBA,Prenatal,2012-05,407,"1,388","$18,207.14",$44.73,,,,
YUBA,Prenatal,2012-06,417,"1,382","$18,039.76",$43.26,,,,
YUBA,Prenatal,2012-07,421,"1,408","$18,589.83",$44.16,,,,
YUBA,Prenatal,2012-08,417,"1,406","$18,569.96",$44.53,,,,
YUBA,Prenatal,2012-09,431,"1,465","$19,433.10",$45.09,,,,
YUBA,Prenatal,2012-10,423,"1,393","$18,734.94",$44.29,,,,
YUBA,Prenatal,2012-11,396,"1,318","$18,037.22",$45.55,,,,
YUBA,Prenatal,2012-12,359,"1,208","$16,522.31",$46.02,,,,
YUBA,Prenatal,2013-01,396,"1,344","$18,374.02",$46.40,,,,
YUBA,Prenatal,2013-02,393,"1,281","$17,307.14",$44.04,,,,
YUBA,Prenatal,2013-03,388,"1,258","$16,938.36",$43.66,,,,
YUBA,Prenatal,2013-04,432,"1,433","$19,278.92",$44.63,,,,
YUBA,Prenatal,2013-05,406,"1,328","$17,658.98",$43.50,,,,
YUBA,Prenatal,2013-06,400,"1,341","$17,791.31",$44.48,,,,
YUBA,Prenatal,2013-07,390,"1,298","$17,005.89",$43.60,,,,
YUBA,Prenatal,2013-08,403,"1,330","$17,565.36",$43.59,,,,
YUBA,Prenatal,2013-09,403,"1,338","$17,619.91",$43.72,,,,
YUBA,Prenatal,2013-10,386,"1,296","$17,330.75",$44.90,,,,
YUBA,Prenatal,2013-11,362,"1,210","$16,161.58",$44.65,,,,
YUBA,Prenatal,2013-12,357,"1,201","$16,066.62",$45.00,,,,
YUBA,Prenatal,2014-01,363,"1,196","$16,067.88",$44.26,,,,
YUBA,Prenatal,2014-02,352,"1,171","$16,187.06",$45.99,,,,
YUBA,Prenatal,2014-03,372,"1,249","$17,589.76",$47.28,,,,
YUBA,Prenatal,2014-04,378,"1,309","$18,415.98",$48.72,,,,
YUBA,Prenatal,2014-05,406,"1,347","$19,337.27",$47.63,,,,
YUBA,Prenatal,2014-06,400,"1,340","$19,088.23",$47.72,,,,
YUBA,Prenatal,2014-07,436,"1,452","$20,728.10",$47.54,,,,
YUBA,Prenatal,2014-08,430,"1,431","$20,164.38",$46.89,,,,
YUBA,Prenatal,2014-09,396,"1,380","$19,497.36",$49.24,,,,
YUBA,Prenatal,2014-10,361,"1,205","$16,898.40",$46.81,,,,
YUBA,Prenatal,2014-11,331,"1,063","$15,162.43",$45.81,,,,
YUBA,Prenatal,2014-12,351,"1,122","$15,903.51",$45.31,,,,
YUBA,Prenatal,2015-01,378,"1,245","$17,681.66",$46.78,,,,
YUBA,Prenatal,2015-02,338,"1,084","$15,049.53",$44.53,,,,
YUBA,Prenatal,2015-03,331,"1,083","$15,040.59",$45.44,,,,
YUBA,Prenatal,2015-04,360,"1,192","$16,125.63",$44.79,,,,
YUBA,Prenatal,2015-05,351,"1,126","$15,521.35",$44.22,,,,
YUBA,Prenatal,2015-06,359,"1,173","$16,002.86",$44.58,,,,
YUBA,Prenatal,2015-07,349,"1,108","$14,995.90",$42.97,,,,
YUBA,Prenatal,2015-08,351,"1,166","$15,778.36",$44.95,,,,
YUBA,Prenatal,2015-09,327,"1,111","$15,241.84",$46.61,,,,
YUBA,Prenatal,2015-10,309,"1,008","$13,873.93",$44.90,,,,
YUBA,Prenatal,2015-11,292,990,"$13,931.14",$47.71,,,,
YUBA,Prenatal,2015-12,306,"1,000","$13,839.43",$45.23,,,,
YUBA,Prenatal,2016-01,331,"1,128","$15,672.08",$47.35,,,,
YUBA,Prenatal,2016-02,324,"1,046","$14,387.47",$44.41,,,,
YUBA,Prenatal,2016-03,327,"1,107","$15,354.64",$46.96,,,,
YUBA,Prenatal,2016-04,354,"1,175","$16,545.37",$46.74,,,,
YUBA,Prenatal,2016-05,359,"1,175","$16,430.63",$45.77,,,,
YUBA,Prenatal,2016-06,331,"1,072","$14,781.72",$44.66,,,,
YUBA,Prenatal,2016-07,347,"1,138","$15,597.28",$44.95,,,,
YUBA,Prenatal,2016-08,342,"1,116","$15,128.94",$44.24,,,,
YUBA,Prenatal,2016-09,328,"1,125","$15,086.44",$46.00,,,,
YUBA,Prenatal,2016-10,284,915,"$12,462.65",$43.88,,,,
YUBA,Prenatal,2016-11,284,945,"$12,703.19",$44.73,,,,
YUBA,Prenatal,2016-12,254,823,"$11,273.77",$44.38,,,,
STATEWIDE,Breastfeeding Mother,2010-01,"96,789","409,542","$5,848,087.97",$60.42,,,,$60.42
STATEWIDE,Breastfeeding Mother,2010-02,"95,080","402,832","$5,724,872.72",$60.21,,,,$60.21
STATEWIDE,Breastfeeding Mother,2010-03,"96,732","407,578","$5,786,050.29",$59.82,,,,$59.82
STATEWIDE,Breastfeeding Mother,2010-04,"95,580","404,069","$5,722,630.61",$59.87,,,,$59.87
STATEWIDE,Breastfeeding Mother,2010-05,"93,481","393,353","$5,570,793.35",$59.59,,,,$59.59
STATEWIDE,Breastfeeding Mother,2010-06,"93,899","396,844","$5,617,021.78",$59.82,,,,$59.82
STATEWIDE,Breastfeeding Mother,2010-07,"93,708","395,207","$5,603,903.10",$59.80,,,,$59.80
STATEWIDE,Breastfeeding Mother,2010-08,"93,159","392,279","$5,587,134.17",$59.97,,,,$59.97
STATEWIDE,Breastfeeding Mother,2010-09,"93,907","396,093","$5,644,793.96",$60.11,,,,$60.11
STATEWIDE,Breastfeeding Mother,2010-10,"93,192","390,525","$5,606,514.66",$60.16,,,,$60.16
STATEWIDE,Breastfeeding Mother,2010-11,"93,092","390,861","$5,647,676.02",$60.67,,,,$60.67
STATEWIDE,Breastfeeding Mother,2010-12,"92,897","388,992","$5,628,279.55",$60.59,,,,$60.59
STATEWIDE,Breastfeeding Mother,2011-01,"94,874","398,168","$5,763,073.15",$60.74,,,,$60.74
STATEWIDE,Breastfeeding Mother,2011-02,"93,031","392,214","$5,734,642.89",$61.64,,,,$61.64
STATEWIDE,Breastfeeding Mother,2011-03,"95,014","398,562","$5,903,992.41",$62.14,,,,$62.14
STATEWIDE,Breastfeeding Mother,2011-04,"94,829","399,153","$6,018,197.85",$63.46,,,,$63.46
STATEWIDE,Breastfeeding Mother,2011-05,"94,658","397,053","$6,035,804.55",$63.76,,,,$63.76
STATEWIDE,Breastfeeding Mother,2011-06,"95,534","402,748","$6,185,333.11",$64.74,,,,$64.74
STATEWIDE,Breastfeeding Mother,2011-07,"94,975","400,330","$6,254,893.41",$65.86,,,,$65.86
STATEWIDE,Breastfeeding Mother,2011-08,"96,366","405,876","$6,430,513.71",$66.73,,,,$66.73
STATEWIDE,Breastfeeding Mother,2011-09,"96,393","407,946","$6,471,817.30",$67.14,,,,$67.14
STATEWIDE,Breastfeeding Mother,2011-10,"95,424","401,058","$6,332,204.26",$66.36,,,,$66.36
STATEWIDE,Breastfeeding Mother,2011-11,"94,879","399,822","$6,280,965.27",$66.20,,,,$66.20
STATEWIDE,Breastfeeding Mother,2011-12,"94,283","396,188","$6,203,189.76",$65.79,,,,$65.79
STATEWIDE,Breastfeeding Mother,2012-01,"95,788","403,141","$6,301,249.90",$65.78,,,,$65.78
STATEWIDE,Breastfeeding Mother,2012-02,"94,782","400,284","$6,265,149.29",$66.10,,,,$66.10
STATEWIDE,Breastfeeding Mother,2012-03,"95,189","399,020","$6,235,840.20",$65.51,,,,$65.51
STATEWIDE,Breastfeeding Mother,2012-04,"94,899","399,858","$6,207,415.68",$65.41,,,,$65.41
STATEWIDE,Breastfeeding Mother,2012-05,"94,413","395,068","$5,902,509.91",$62.52,,,,$62.52
STATEWIDE,Breastfeeding Mother,2012-06,"93,669","394,111","$5,728,998.30",$61.16,,,,$61.16
STATEWIDE,Breastfeeding Mother,2012-07,"92,776","390,046","$5,681,497.76",$61.24,,,,$61.24
STATEWIDE,Breastfeeding Mother,2012-08,"93,963","393,916","$5,747,077.45",$61.16,,,,$61.16
STATEWIDE,Breastfeeding Mother,2012-09,"93,358","393,532","$5,759,081.87",$61.69,,,,$61.69
STATEWIDE,Breastfeeding Mother,2012-10,"94,443","394,327","$5,820,857.96",$61.63,,,,$61.63
STATEWIDE,Breastfeeding Mother,2012-11,"94,352","394,334","$5,886,418.76",$62.39,,,,$62.39
STATEWIDE,Breastfeeding Mother,2012-12,"91,597","381,575","$5,721,804.52",$62.47,,,,$62.47
STATEWIDE,Breastfeeding Mother,2013-01,"94,873","395,943","$5,942,464.04",$62.64,,,,$62.64
STATEWIDE,Breastfeeding Mother,2013-02,"93,611","391,707","$5,870,530.33",$62.71,,,,$62.71
STATEWIDE,Breastfeeding Mother,2013-03,"92,484","384,538","$5,746,975.72",$62.14,,,,$62.14
STATEWIDE,Breastfeeding Mother,2013-04,"92,534","386,233","$5,734,489.72",$61.97,,,,$61.97
STATEWIDE,Breastfeeding Mother,2013-05,"92,011","382,032","$5,653,315.22",$61.44,,,,$61.44
STATEWIDE,Breastfeeding Mother,2013-06,"90,424","379,016","$5,608,246.26",$62.02,,,,$62.02
STATEWIDE,Breastfeeding Mother,2013-07,"91,339","382,469","$5,650,124.27",$61.86,,,,$61.86
STATEWIDE,Breastfeeding Mother,2013-08,"91,516","381,403","$5,629,567.03",$61.51,,,,$61.51
STATEWIDE,Breastfeeding Mother,2013-09,"90,770","380,021","$5,615,487.22",$61.87,,,,$61.87
STATEWIDE,Breastfeeding Mother,2013-10,"90,974","375,725","$5,566,870.85",$61.19,,,,$61.19
STATEWIDE,Breastfeeding Mother,2013-11,"86,661","362,147","$5,390,429.20",$62.20,,,,$62.20
STATEWIDE,Breastfeeding Mother,2013-12,"87,200","365,350","$5,448,320.54",$62.48,,,,$62.48
STATEWIDE,Breastfeeding Mother,2014-01,"90,877","380,506","$5,690,655.45",$62.62,,,,$62.62
STATEWIDE,Breastfeeding Mother,2014-02,"88,402","369,609","$5,584,710.47",$63.17,,,,$63.17
STATEWIDE,Breastfeeding Mother,2014-03,"88,432","367,000","$5,576,467.03",$63.06,,,,$63.06
STATEWIDE,Breastfeeding Mother,2014-04,"88,771","369,338","$5,651,745.02",$63.67,,,,$63.67
STATEWIDE,Breastfeeding Mother,2014-05,"88,297","365,806","$5,620,532.31",$63.65,,,,$63.65
STATEWIDE,Breastfeeding Mother,2014-06,"87,455","365,573","$5,642,688.46",$64.52,,,,$64.52
STATEWIDE,Breastfeeding Mother,2014-07,"88,628","369,550","$5,714,245.32",$64.47,,,,$64.47
STATEWIDE,Breastfeeding Mother,2014-08,"88,372","367,468","$5,684,413.10",$64.32,,,,$64.32
STATEWIDE,Breastfeeding Mother,2014-09,"88,368","368,843","$5,712,181.48",$64.64,,,,$64.64
STATEWIDE,Breastfeeding Mother,2014-10,"89,104","366,137","$5,650,390.81",$63.41,,,,$63.41
STATEWIDE,Breastfeeding Mother,2014-11,"85,653","351,782","$5,458,628.61",$63.73,,,,$63.73
STATEWIDE,Breastfeeding Mother,2014-12,"84,802","348,042","$5,414,255.26",$63.85,,,,$63.85
STATEWIDE,Breastfeeding Mother,2015-01,"86,598","356,109","$5,538,294.50",$63.95,,,,$63.95
STATEWIDE,Breastfeeding Mother,2015-02,"83,786","345,703","$5,349,259.66",$63.84,,,,$63.84
STATEWIDE,Breastfeeding Mother,2015-03,"84,110","344,954","$5,253,711.15",$62.46,,,,$62.46
STATEWIDE,Breastfeeding Mother,2015-04,"84,106","346,993","$5,234,187.94",$62.23,,,,$62.23
STATEWIDE,Breastfeeding Mother,2015-05,"82,364","337,838","$5,101,453.31",$61.94,,,,$61.94
STATEWIDE,Breastfeeding Mother,2015-06,"82,834","343,675","$5,228,041.44",$63.11,,,,$63.11
STATEWIDE,Breastfeeding Mother,2015-07,"83,596","345,067","$5,259,782.27",$62.92,,,,$62.92
STATEWIDE,Breastfeeding Mother,2015-08,"83,169","342,773","$5,234,077.51",$62.93,,,,$62.93
STATEWIDE,Breastfeeding Mother,2015-09,"83,240","344,098","$5,256,429.84",$63.15,,,,$63.15
STATEWIDE,Breastfeeding Mother,2015-10,"82,971","338,758","$5,194,408.23",$62.61,,,,$62.61
STATEWIDE,Breastfeeding Mother,2015-11,"80,592","330,442","$5,095,644.39",$63.23,,,,$63.23
STATEWIDE,Breastfeeding Mother,2015-12,"80,414","329,021","$5,036,961.11",$62.64,,,,$62.64
STATEWIDE,Breastfeeding Mother,2016-01,"81,061","332,110","$5,049,506.17",$62.29,,,,$62.29
STATEWIDE,Breastfeeding Mother,2016-02,"80,033","328,575","$4,962,623.15",$62.01,,,,$62.01
STATEWIDE,Breastfeeding Mother,2016-03,"80,181","326,963","$4,907,760.58",$61.21,,,,$61.21
STATEWIDE,Breastfeeding Mother,2016-04,"79,544","326,909","$4,946,692.00",$62.19,,,,$62.19
STATEWIDE,Breastfeeding Mother,2016-05,"78,821","322,252","$4,803,753.72",$60.95,,,,$60.95
STATEWIDE,Breastfeeding Mother,2016-06,"78,875","324,728","$4,815,752.42",$61.06,,,,$61.06
STATEWIDE,Breastfeeding Mother,2016-07,"77,530","317,751","$4,697,881.64",$60.59,,,,$60.59
STATEWIDE,Breastfeeding Mother,2016-08,"78,875","322,414","$4,766,246.03",$60.43,,,,$60.43
STATEWIDE,Breastfeeding Mother,2016-09,"78,686","322,546","$4,776,409.27",$60.70,,,,$60.70
STATEWIDE,Breastfeeding Mother,2016-10,"77,498","313,936","$4,649,652.57",$60.00,,,,$60.00
STATEWIDE,Breastfeeding Mother,2016-11,"76,659","311,249","$4,643,548.00",$60.57,,,,$60.57
STATEWIDE,Breastfeeding Mother,2016-12,"74,907","303,730","$4,557,687.48",$60.84,,,,$60.84
STATEWIDE,Child,2010-01,"798,792","3,040,789","$37,915,563.25",$47.47,,,,$47.47
STATEWIDE,Child,2010-02,"783,927","2,986,787","$37,069,215.29",$47.29,,,,$47.29
STATEWIDE,Child,2010-03,"804,547","3,056,545","$37,866,607.91",$47.07,,,,$47.07
STATEWIDE,Child,2010-04,"809,637","3,082,568","$38,147,591.54",$47.12,,,,$47.12
STATEWIDE,Child,2010-05,"797,523","3,025,383","$37,434,548.26",$46.94,,,,$46.94
STATEWIDE,Child,2010-06,"807,948","3,081,720","$38,035,935.96",$47.08,,,,$47.08
STATEWIDE,Child,2010-07,"810,422","3,082,460","$38,065,552.27",$46.97,,,,$46.97
STATEWIDE,Child,2010-08,"813,682","3,092,874","$38,290,144.96",$47.06,,,,$47.06
STATEWIDE,Child,2010-09,"815,076","3,103,552","$38,554,229.96",$47.30,,,,$47.30
STATEWIDE,Child,2010-10,"803,390","3,043,921","$38,010,976.08",$47.31,,,,$47.31
STATEWIDE,Child,2010-11,"799,106","3,037,768","$38,198,278.72",$47.80,,,,$47.80
STATEWIDE,Child,2010-12,"797,658","3,030,415","$38,189,914.04",$47.88,,,,$47.88
STATEWIDE,Child,2011-01,"809,769","3,077,484","$38,897,503.34",$48.04,,,,$48.04
STATEWIDE,Child,2011-02,"786,954","2,997,963","$38,191,426.34",$48.53,,,,$48.53
STATEWIDE,Child,2011-03,"806,625","3,064,683","$39,555,444.84",$49.04,,,,$49.04
STATEWIDE,Child,2011-04,"804,468","3,068,112","$40,248,037.86",$50.03,,,,$50.03
STATEWIDE,Child,2011-05,"807,528","3,073,372","$40,590,010.95",$50.26,,,,$50.26
STATEWIDE,Child,2011-06,"818,522","3,123,893","$41,630,335.78",$50.86,,,,$50.86
STATEWIDE,Child,2011-07,"812,974","3,102,101","$41,937,793.88",$51.59,,,,$51.59
STATEWIDE,Child,2011-08,"827,956","3,156,291","$43,283,354.06",$52.28,,,,$52.28
STATEWIDE,Child,2011-09,"822,927","3,141,917","$43,242,454.52",$52.55,,,,$52.55
STATEWIDE,Child,2011-10,"810,448","3,080,401","$42,238,795.89",$52.12,,,,$52.12
STATEWIDE,Child,2011-11,"804,500","3,060,242","$41,702,827.18",$51.84,,,,$51.84
STATEWIDE,Child,2011-12,"803,216","3,055,912","$41,462,396.49",$51.62,,,,$51.62
STATEWIDE,Child,2012-01,"811,575","3,090,619","$42,002,373.98",$51.75,,,,$51.75
STATEWIDE,Child,2012-02,"799,132","3,041,983","$41,521,122.39",$51.96,,,,$51.96
STATEWIDE,Child,2012-03,"817,848","3,100,014","$42,215,564.42",$51.62,,,,$51.62
STATEWIDE,Child,2012-04,"822,371","3,126,815","$42,268,519.01",$51.40,,,,$51.40
STATEWIDE,Child,2012-05,"829,438","3,145,227","$40,739,638.12",$49.12,,,,$49.12
STATEWIDE,Child,2012-06,"827,692","3,149,033","$39,289,498.66",$47.47,,,,$47.47
STATEWIDE,Child,2012-07,"824,407","3,133,966","$39,128,120.34",$47.46,,,,$47.46
STATEWIDE,Child,2012-08,"831,386","3,152,712","$39,381,897.94",$47.37,,,,$47.37
STATEWIDE,Child,2012-09,"810,150","3,083,332","$38,587,731.39",$47.63,,,,$47.63
STATEWIDE,Child,2012-10,"812,798","3,073,734","$38,728,827.09",$47.65,,,,$47.65
STATEWIDE,Child,2012-11,"800,045","3,027,100","$38,536,773.51",$48.17,,,,$48.17
STATEWIDE,Child,2012-12,"774,371","2,932,389","$37,518,996.91",$48.45,,,,$48.45
STATEWIDE,Child,2013-01,"801,401","3,037,843","$38,942,760.59",$48.59,,,,$48.59
STATEWIDE,Child,2013-02,"779,839","2,951,962","$37,798,731.10",$48.47,,,,$48.47
STATEWIDE,Child,2013-03,"774,048","2,923,528","$37,304,842.41",$48.19,,,,$48.19
STATEWIDE,Child,2013-04,"787,565","2,977,951","$37,765,603.10",$47.95,,,,$47.95
STATEWIDE,Child,2013-05,"789,005","2,971,742","$37,557,149.64",$47.60,,,,$47.60
STATEWIDE,Child,2013-06,"780,039","2,958,532","$37,336,363.90",$47.86,,,,$47.86
STATEWIDE,Child,2013-07,"790,612","2,997,476","$37,780,889.68",$47.79,,,,$47.79
STATEWIDE,Child,2013-08,"789,391","2,982,592","$37,551,712.08",$47.57,,,,$47.57
STATEWIDE,Child,2013-09,"773,481","2,932,117","$36,920,185.34",$47.73,,,,$47.73
STATEWIDE,Child,2013-10,"764,246","2,873,821","$36,263,794.43",$47.45,,,,$47.45
STATEWIDE,Child,2013-11,"721,631","2,722,903","$34,494,709.49",$47.80,,,,$47.80
STATEWIDE,Child,2013-12,"732,930","2,767,476","$35,086,877.51",$47.87,,,,$47.87
STATEWIDE,Child,2014-01,"763,122","2,886,268","$36,709,374.37",$48.10,,,,$48.10
STATEWIDE,Child,2014-02,"729,605","2,758,097","$35,348,774.36",$48.45,,,,$48.45
STATEWIDE,Child,2014-03,"733,684","2,766,779","$35,680,926.50",$48.63,,,,$48.63
STATEWIDE,Child,2014-04,"741,453","2,801,948","$36,293,062.53",$48.95,,,,$48.95
STATEWIDE,Child,2014-05,"736,464","2,775,092","$36,111,095.43",$49.03,,,,$49.03
STATEWIDE,Child,2014-06,"730,998","2,775,233","$36,860,886.62",$50.43,,,,$50.43
STATEWIDE,Child,2014-07,"742,702","2,814,904","$37,851,090.14",$50.96,,,,$50.96
STATEWIDE,Child,2014-08,"736,857","2,784,190","$37,673,168.07",$51.13,,,,$51.13
STATEWIDE,Child,2014-09,"724,433","2,746,034","$37,267,490.33",$51.44,,,,$51.44
STATEWIDE,Child,2014-10,"718,694","2,697,458","$36,598,027.80",$50.92,,,,$50.92
STATEWIDE,Child,2014-11,"689,868","2,587,211","$35,259,389.09",$51.11,,,,$51.11
STATEWIDE,Child,2014-12,"684,795","2,566,962","$35,088,622.53",$51.24,,,,$51.24
STATEWIDE,Child,2015-01,"697,508","2,616,878","$35,772,698.23",$51.29,,,,$51.29
STATEWIDE,Child,2015-02,"669,749","2,511,512","$34,290,262.22",$51.20,,,,$51.20
STATEWIDE,Child,2015-03,"675,101","2,524,434","$33,944,211.80",$50.28,,,,$50.28
STATEWIDE,Child,2015-04,"675,650","2,535,234","$33,830,741.77",$50.07,,,,$50.07
STATEWIDE,Child,2015-05,"663,670","2,482,484","$33,072,560.15",$49.83,,,,$49.83
STATEWIDE,Child,2015-06,"671,864","2,531,749","$33,930,752.17",$50.50,,,,$50.50
STATEWIDE,Child,2015-07,"679,702","2,552,124","$34,205,081.90",$50.32,,,,$50.32
STATEWIDE,Child,2015-08,"678,097","2,541,287","$34,128,312.77",$50.33,,,,$50.33
STATEWIDE,Child,2015-09,"669,834","2,516,390","$33,795,002.92",$50.45,,,,$50.45
STATEWIDE,Child,2015-10,"659,540","2,456,859","$32,837,486.23",$49.79,,,,$49.79
STATEWIDE,Child,2015-11,"638,532","2,381,776","$31,866,670.73",$49.91,,,,$49.91
STATEWIDE,Child,2015-12,"636,860","2,375,686","$31,545,726.99",$49.53,,,,$49.53
STATEWIDE,Child,2016-01,"640,668","2,387,683","$31,552,476.00",$49.25,,,,$49.25
STATEWIDE,Child,2016-02,"622,425","2,317,656","$30,466,952.04",$48.95,,,,$48.95
STATEWIDE,Child,2016-03,"624,893","2,323,089","$30,416,202.07",$48.67,,,,$48.67
STATEWIDE,Child,2016-04,"618,085","2,311,525","$30,532,885.80",$49.40,,,,$49.40
STATEWIDE,Child,2016-05,"615,838","2,295,955","$29,953,804.23",$48.64,,,,$48.64
STATEWIDE,Child,2016-06,"617,467","2,314,542","$30,106,932.38",$48.76,,,,$48.76
STATEWIDE,Child,2016-07,"604,760","2,262,999","$29,389,093.58",$48.60,,,,$48.60
STATEWIDE,Child,2016-08,"619,064","2,311,900","$30,045,342.41",$48.53,,,,$48.53
STATEWIDE,Child,2016-09,"605,971","2,266,809","$29,530,962.09",$48.73,,,,$48.73
STATEWIDE,Child,2016-10,"591,915","2,197,827","$28,637,377.35",$48.38,,,,$48.38
STATEWIDE,Child,2016-11,"583,506","2,171,038","$28,405,200.88",$48.68,,,,$48.68
STATEWIDE,Child,2016-12,"569,837","2,120,804","$27,922,902.50",$49.00,,,,$49.00
STATEWIDE,Infant,2010-01,"261,989","956,382","$33,487,553.98",$127.82,"$18,478,922.00","$15,008,631.98",$57.29,$57.29
STATEWIDE,Infant,2010-02,"257,403","950,927","$32,931,855.73",$127.94,"$17,058,350.00","$15,873,505.73",$61.67,$61.67
STATEWIDE,Infant,2010-03,"262,431","965,586","$33,511,292.73",$127.70,"$19,091,175.00","$14,420,117.73",$54.95,$54.95
STATEWIDE,Infant,2010-04,"261,734","806,323","$33,714,169.15",$128.81,"$19,284,028.00","$14,430,141.15",$55.13,$55.13
STATEWIDE,Infant,2010-05,"257,370","673,585","$33,317,995.23",$129.46,"$17,049,622.00","$16,268,373.23",$63.21,$63.21
STATEWIDE,Infant,2010-06,"258,585","628,886","$33,512,401.43",$129.60,"$19,076,756.00","$14,435,645.43",$55.83,$55.83
STATEWIDE,Infant,2010-07,"258,018","632,571","$33,353,993.51",$129.27,"$18,078,922.00","$15,275,071.51",$59.20,$59.20
STATEWIDE,Infant,2010-08,"257,112","636,561","$33,583,545.33",$130.62,"$18,726,589.00","$14,856,956.33",$57.78,$57.78
STATEWIDE,Infant,2010-09,"257,221","642,550","$33,773,618.54",$131.30,"$18,657,094.00","$15,116,524.54",$58.77,$58.77
STATEWIDE,Infant,2010-10,"253,025","629,678","$33,439,076.90",$132.16,"$17,919,414.00","$15,519,662.90",$61.34,$61.34
STATEWIDE,Infant,2010-11,"251,443","631,034","$33,519,342.85",$133.31,"$18,594,236.00","$14,925,106.85",$59.36,$59.36
STATEWIDE,Infant,2010-12,"251,036","630,304","$33,580,771.21",$133.77,"$19,528,231.00","$14,052,540.21",$55.98,$55.98
STATEWIDE,Infant,2011-01,"254,149","645,990","$34,029,279.14",$133.89,"$18,337,964.00","$15,691,315.14",$61.74,$61.74
STATEWIDE,Infant,2011-02,"249,577","645,875","$33,442,875.45",$134.00,"$17,099,993.00","$16,342,882.45",$65.48,$65.48
STATEWIDE,Infant,2011-03,"254,848","663,961","$34,211,242.20",$134.24,"$19,619,695.00","$14,591,547.20",$57.26,$57.26
STATEWIDE,Infant,2011-04,"254,271","669,650","$34,427,199.69",$135.40,"$18,548,356.00","$15,878,843.69",$62.45,$62.45
STATEWIDE,Infant,2011-05,"254,503","670,867","$34,615,238.84",$136.01,"$18,331,915.00","$16,283,323.84",$63.98,$63.98
STATEWIDE,Infant,2011-06,"256,674","681,319","$35,054,149.93",$136.57,"$19,309,808.00","$15,744,341.93",$61.34,$61.34
STATEWIDE,Infant,2011-07,"255,484","677,430","$35,208,987.87",$137.81,"$17,721,557.00","$17,487,430.87",$68.45,$68.45
STATEWIDE,Infant,2011-08,"256,604","674,226","$35,770,370.64",$139.40,"$20,621,711.00","$15,148,659.64",$59.04,$59.04
STATEWIDE,Infant,2011-09,"255,445","671,632","$35,945,195.95",$140.72,"$19,366,492.00","$16,578,703.95",$64.90,$64.90
